"Name","Address","Group","Notes","Gender","Ethnicity","Date.Opened","Date.Closed","yrOpen","yrClose","decadeOpen","decadeClose","singleOut","lon","lat","decade"
"Rogue","811 Pennsylvania Ave NW Washington DC","Club/Bar","The Rogue was on the third floor of Louis' complex at 9th and Penn.  It followed the Barn and Oscar's Eye theatre.  The rogue had major drag shows.  Ella Fitzgerald was an early performer here.  With development of the 9th St. corridor, Louis and the Rogue moved to 5th and K, where the Rogue still survives but as a straight bar.","M","","1979","Aug-83","79","83",1970,1980,"",-77.0238407,38.8938418,"1970"
"Roman Delight","7001 Blair Rd NW Washington DC","Club/Bar","A gay bathhouse in upper NW, near the Takoma Park area.  It advertised in the Washington Blade but it didn't last.","M","","6/1/1977","1979","77","79",1970,1970,"",-77.0182723,38.9747863,"1970"
"Sardi's 5","1111 19th St NW Washington DC","Club/Bar","It was next to Jerry's Marquis de Sade, same owner.  Reportedly offered some drag shows.","M","","1979","Aug-81","79","81",1970,1980,"",-77.0428637,38.9043989,"1970"
"Scene","815 13th St NW Washington DC","Club/Bar","Part of the bus station 'strip', the Scene was next to the Silver Slipper, a straight stripper bar.","M","","5/1/1977","?","77","",1970,1970,"",-77.0295887,38.9003554,"1970"
"Sojourn","1329 Connecticut Ave NW Washington DC","Club/Bar","Men's bar","M","","1970","?","70","",1970,1970,"",-77.042125,38.9081343,"1970"
"Sonny's Restaurant","639 Pennsylvania Ave SE Washington DC","Club/Bar","Men's bar, tried discouraging gay clientele in 1970 but relented when business took a dip.  (See also entries for Equus; The Life Raft; Remington’s.)","M","","May-70","?","70","",1970,1970,"",-76.9971304,38.8847121,"1970"
"Southwest Cinema Club  (also known as After Hours Cinema Club)","401 M St SW, Waterside Mall Washington DC","Club/Bar","In the Waterfront Mall.  Also known as After Dark, it was harassed by the police in 1976 before the bicentennial celebration and finally closed down.  Just Us:  “ The After Hours Cinema features gay, all-male films and the audience is also gay and all-male.  Membership is one dollar yearly, and somewhat higher rates than the normal three dollars are charged for premieres.","M","","2/1/1974","May-76","74","76",1970,1970,"",-77.0182837,38.8767099,"1970"
"Stanton Art Theatre","3100 18th St NE Washington DC","Community Site","A neighborhood theatre in Brookland just off Rhode Island that showed straight 'art films' and was reportedly very cruisy","M","","?","1979","","79",1970,1970,"",-76.9796129,38.9291829,"1970"
"Strap","914 9th St NW Washington DC","Club/Bar","Men's leather bar","M","","1977","1981","77","81",1970,1980,"",-77.0239839,38.901606,"1970"
"Sundown Club","3040 M St NW Washington DC","Club/Bar","Men's membership club.  Just Us:  “The Sundown has a sunken dance floor, two bars, a lounge area with sofas, and a restaurant area.  Lavishly decorated with a winding staircase and a cascade, the Sundown gives seasonally oriented parties for members and their guests.  Happy Hour operates seven days a week.  Admission to the bar at all times is for members and their guests only.  Membership fee is five dollars a year.  The clientele is mixed but primarily gay male, from age 21 to 35.”","M","","2/1/1975","?","75","",1970,1970,"",-77.0604636,38.904961,"1970"
"Tiffany's Film Club","411 L St NW Washington DC","Club/Bar","Replaced the Metropole Cinema as a private gay film club.","M","","10/1/1975","","75","",1970,1970,"",-77.0163994,38.9038982,"1970"
"Top of the Town","811 Pennsylvania Ave NW Washington DC","Club/Bar","Short-lived bar on 3rd floor of Louis building","M","","1971","?","71","",1970,1970,"",-77.0238407,38.8938418,"1970"
"Paul Lawrence Dunbar Home","321 U St NW Washington DC","Community Site","Reputedly bisexual, Dunbar moved here with his mother  and wife while working at the Library of Congress.","M","African-American","1896","1899 (?)","1896","99",1970,1990,"",-77.0167,38.916995,"1970"
"Dupont Station","1426 21st St NW Washington DC","Community Site","","M","","1970","1971","70","71",1970,1970,"",-77.0468232,38.9094543,"1970"
"Eagle","904 9th St NW Washington DC","Community Site","The Eagle has long been one of DC's institutions, surviving since 1972.  It is DC's classic leather/levi bar, a major fundraiser for the community and for Brother, Help Thyself.  Don Bruce owner until 1987.  Just Us:  “The Eagle is Washington’s major leather and Western bar, and appropriate attire (leather or denim) is requested.  It is also a good restaurant, featuring various specials, Happy Hours and buffets.  Dancing is not permitted, and the predominant clientele is butch male.”","M","","1/1/1972","Nov-76","72","76",1970,1970,"",-77.0239838,38.9013767,"1970"
"Eagle","908 7th St NW Washington DC","Community Site","Levi-leather, became Washington Eagle until move to New York Ave.","M","","5/1/1979","Mar-87","79","87",1970,1980,"",-77.0218996,38.9014053,"1970"
"Eagle in Exile","950 9th St NW Washington DC","Community Site","The leather/levi dance place.  Around the corner from the Rogue/Brass Rail at 5th and K.","M","","11/1/1976","Jan-82","76","82",1970,1980,"",-77.0239872,38.9022533,"1970"
"Gay Men's VD Clinic","1556 Wisconsin Ave NW Washington DC","Community Site","The Gay Men's VD Clinic was the first community health organization.  It started with Saturday afternoon hours as the Washington Free Clinic in the basement of the Georgetown Lutheran Church (at Volta  & Wisconsin).  In 1978, it joined with the Gay Men's Counseling Collective and another group to incorporate as the Whitman Walker Clinic.  (See also entries for Whitman Walker Clinic.)","M","","1971","1978","71","78",1970,1970,"clinics",-77.0650563,38.9100972,"1970"
"Hollywood House","1846 -1848 Monroe St. NW Washington DC","Community Site","Alan Kress, better known as ‘Liz Taylor’ and founder of the Oscars, D.C.’s first haven for female impersonators, turned his home into a gathering place and after-hours social center.  According to Carl Rizzi, each room of the house was named for a different Hollywood star: Judy Garland, Bette Davis, etc.  David Harris, owner of the Regency Baths, remembers spending many evenings at after-hours parties at Hollywood House.","M","","1961","1971","61","71",1960,1970,"",-77.0428322,38.9332873,"1970"
"Leather Rack","918 9th St NW Washington DC","Community Site","A leading leather clothing and supplies shop.","M","","7/1/1975","May-77","75","77",1970,1970,"",-77.0239839,38.9016978,"1970"
"Leather Rack","904 9th St NW Washington DC","Community Site","Leather-levi store, above Eagle, owner: Don Bruce","M","","5/1/1977","May-79","77","79",1970,1970,"",-77.0239838,38.9013767,"1970"
"Leather Rack","908 7th St NW Washington DC","Community Site","Leather-levi store, above Eagle","M","","5/1/1979","1980","79","80",1970,1980,"",-77.0218996,38.9014053,"1970"
"Waaay Off Broadway","55 K St SE Washington DC","Community Site","Owned by the Lost & Found. The theatre attracted many out of town performers.  It opened with a production of Cabaret staged by the Washington Academy drag group and featured local drag performers in musicals and other productions. The board of Waaay Off Broadway was originally composed of the heads of drag houses in the Awards Club and Academy groups.  (See also entry for Club 55.)","M","","12/1/1972","?","72","",1970,1970,"",-77.0073212,38.8784055,"1970"
"Clubhouse","1296 Upshur St NW Washington DC","Club/Bar","A disco without a regular liquor license. Famous for its 'acid punch'.  A membership club and premier dance club for the African-American gay and lesbian community.  It grew out of the Zodiac Den and Third World.  Fundraiser/community support helped keep it going in late 80s, supported by Best of Washington & Associates. Known for its Children's Hour events on Sundays.  Site of the AIDS forum for the African-American community in 1983. Owners: Aundrea Scott, John Eddy, Chasten Morrell.  Managed by Ray Melrose and Rainey Cheeks.  Featured Master DJ Tito Robinson.","MW","African-American",".  5-1975","5/26/1990","75","90",1970,1990,"",-77.0294936,38.9418664,"1970"
"Third World","221 Riggs Rd NE Washington DC","Club/Bar","The Zodiac Den moved upstairs and replaced Ben's Hideaway and changed its name to Third World, a mostly African-American lesbian and gay dance club.  When it outgrew the space, the Third World moved to Upshur St NW and became the Clubhouse.  Just Us:  “With food, drinks, quadraphonic disco dancing, and regular live entertainment, the Third World has one of the most varied programs of any gay bar in the DC area.  Their Sunday entertainers include jazz, blues, rock and gospel singers.  There is a one dollar cover charge on Thursdays and Sundays for disco dancing, three dollars on Fridays and Saturdays.  It is predominantly a black bar attracting both sexes from age 21 to mid 50’s.  Reservations are suggested for Sundays.”  (See also entries for Sugar Kane Palace; Zodiac Den.)","MW","African-American","5/1/1972","1976","72","76",1970,1970,"",-77.0026332,38.9565432,"1970"
"Zodiac Den","221 Riggs Rd NE Washington DC","Club/Bar","Started by the Metropolitan Capitolites African-American social group, Owners: Aundrea Scott, John Reddy, Morrell Chasten.  It started as a house party at 4011 14th St NW; It moved to the basement at 221 Riggs Road under Ben's Hideaway (a straight biker bar).  Aundrea Scott recalled,  ""We needed more space so we found this little, honky-tonk, country and western club at Riggs Road and South Dakota Ave.  We moved into the basement apartment and operated off the owner's liquor license.""  --Aundrea Scott.  When the MCs took over the whole building they renamed it The Third World.  (See also entries for Sugar Kane Palace; Third World.)","MW","African-American","1969","1972","69","72",1960,1970,"",-77.0026332,38.9565432,"1970"
"Pier Nine","1824 Half St SW Washington DC","Club/Bar","Commonly known as the Pier.  The second major dance club, after the Plus One (8th St SE), and opened by the same owners as the Plus One.  Original owners: Donn Culver & Bill Bickford (who later opened the Lost & Found). The Pier had a second floor dance area, a popular restaurant, and in the 70s an area on the ground floor for those under the legal drinking age.   The Pier 9 was the first gay dance club in the South Capitol St. area.  In 1975, the Washington Square opened on the other side of South Capital St. at 1345 Half St SE.  Just Us (1974):  “Glitter, fashion, and jammy music are the general rule at the Pier, but anything goes.  Two dance floors (upstairs and down) and a number of bars, and a restaurant serving dinner, pizzas, and ‘heavenly burgers’ are some specialties.  One dollar cover on Friday and Saturday.”  “Given its relatively isolated location, it gave us a sense of security that more in-town locations couldn’t”—Peter Jefts.","MW","Mixed","1970","1986","70","86",1970,1980,"SW",-77.0104392,38.867474,"1970"
"After Dark","2001 Wisconsin Ave NW Washington DC","Club/Bar","","MW","","1/1/1974","May-74","74","74",1970,1970,"",-77.0680768,38.9167001,"1970"
"Annie's Paramount Steak House","1519 17th St NW Washington DC","Club/Bar","Originally known as Paramount Steakhouse until the 1960s.  A favorite restaurant hangout on 17th St strip","MW","","1948","Sep-85","48","85",1940,1980,"",-77.0381514,38.910472,"1970"
"Back Alley Theatre","1365 Kennedy St NW Washington DC","Community Site","Gay friendly community theatre, staged several gay and lesbian-focused plays.","MW","","1970","?","70","",1970,1970,"",-77.03263,38.956451,"1970"
"Capitol Hill Town House Restaurant","506 8th SE Washington DC","Club/Bar","Longtime all night restaurant.   Blade: ""A new restaurant with seating for 200 will open on Gay Way, the Town House ...  In 1974, it added a second floor Cabaret Room.  Just Us:  “The Townhouse is a small lounge and restaurant, serving dinner until 11:30 pm and sandwiches until closing.  It attracts a quiet neighborhood clientele and has a notably good jukebox.”","MW","","1/1/1971","Sep-78","71","78",1970,1970,"",-76.9947023,38.8824771,"1970"
"Charles Dickens Room","2801 New Mexico Ave NW Washington DC","Club/Bar","Gay supper club tried to attract gay crowd to AU area. Owned by George Dotson.","MW","","6/1/1973","Jan-74","73","74",1970,1970,"",-77.0805026,38.9267359,"1970"
"Chateau","3439 Benning Rd NE Washington DC","Club/Bar","The Chateau was used by black social clubs for events, especially by the Best of Washington.","MW","","1970","","70","",1970,1970,"",-76.956224,38.8960187,"1970"
"Crescent Café","1338 New York Ave NW Washington DC","Club/Bar","Moved to NY Ave location in mid-50s","MW","","1954","1970","54","70",1950,1970,"",-77.0313573,38.8995513,"1970"
"DMZ GI Coffeehouse","918 9th St NW Washington DC","Community Site","Gay friendly counter-culture spot in the early 70s","MW","","1970","1972","70","72",1970,1970,"",-77.0239839,38.9016978,"1970"
"Dot's Town House Restaurant","506 8th St SE Washington DC","Club/Bar","Dot Palmerton took over the Capitol Hill Town House restaurant","MW","","9/1/1978","?","78","",1970,1970,"",-76.9947023,38.8824771,"1970"
"Glory Hole","24 O St SE Washington DC","Club/Bar","Owner Bob Siegel","MW","","1970","1980","70","80",1970,1980,"",-76.970084,38.848158,"1970"
"Grand Central","900 First St SE Washington DC","Club/Bar","One of the early dance clubs.  Center of a discrimination suit and complaint to the Human Rights Commission.  Lost the case and closed down rather than pay the fine in 1977.  Glenn Thompson and George Dotson owners.  Just Us:  “A huge discotheque with pop music, a restaurant featuring steak and lobster dishes, and an occasional stage for drag shows (including Miss Grand Central, and all with substantial prize money), the Grand Central attracts a conservatively dressed crowd of 21 to 35 years of age.  No cover; dinner reservations are suggested on weekends.”  In 2005, a Baltimore bar formerly known as Central Station re-opened as Grand Central.  (See also entries for Chapter II; Chapter III; and Marty’s.)","MW","","2/1/1974","1977","74","77",1970,1970,"",-77.0058968,38.8792734,"1970"
